ID	Text	Pronoun	Pronoun-offset	A	A-offset	A-coref	B	B-offset	B-coref	URL
bnn2264	In trying to raid E1 , Mr. E2 abandoned her usual role as a passive investor , and ran into snags .	her	40	E1	18	FALSE	E2	27	TRUE	unk
bnn2737	In E1 , Mr. E2 sees a situation `` very similar '' to the one he faced when he joined Applied as president and chief operating officer in 1985 . While profitable , it `` was n't growing and was n't providing a satisfactory return on invested capital , '' she says .	she	255	E1	3	FALSE	E2	12	TRUE	unk
bnn804	Earlier this month , Mr. E1 boosted her E2 stake to 13.4 % .	her	36	E1	25	TRUE	E2	40	FALSE	unk
bnn2672	Mr. E1 says his only beef was that the massages were being given in a company conference room ; the department 's supervised health facility would have been fine . `` In my view , -LCB- massages E2 should be managed with an appropriate mixture of males and females around , '' she says .	she	277	E1	4	TRUE	E2	195	FALSE	unk
bnn52	Mrs. E1 's extra work was also helping her earn points in the state 's incentive-bonus program . E2 gains by his students in 1987 and 1988 meant a total of $ 5,000 in bonuses over two years -- a meaningful addition to her annual salary of $ 23,000 .	his	109	E1	5	TRUE	E2	97	FALSE	unk
bnn2833	Mr. E1 said that many Jewish voters feel guilty toward blacks , so they support black candidates uncritically . She said that E2 have contributed more to black causes over the years than vice versa .	She	112	E1	4	TRUE	E2	126	FALSE	unk
bnn348	During the takeover , Mr. E1 said he would put her account up for review if E2 's bid were successful , but he did n't .	her	47	E1	26	TRUE	E2	76	FALSE	unk
bnn471	In an interview with the trade journal Automotive News , Mr. E1 declined to say which plants will close or when E2 will make the moves . But she said , `` we have too many plants in our system .	she	141	E1	61	TRUE	E2	112	FALSE	unk
bnn2831	Here , in neutral language , is the gist of Mr. E1 's remarks , quoted first in the E2 while he was a paid spokesman for the Rudolph Giuliani mayoral campaign , and then in Newsweek after she and the campaign parted company .	she	188	E1	48	TRUE	E2	84	FALSE	unk
bnn619	In 1976 , as an upstart in the eyes of Switzerland 's establishment , Mr. E1 laid the foundations of his present-day prominence with an unheard-of raid on E2 , the country 's traditional shoemaker . Sitting beside a banker at a luncheon in London , where he was working as a financial consultant , she learned that a large packet of Bally 's shares was up for sale .	she	298	E1	74	TRUE	E2	155	FALSE	unk
bnn257	Six years ago , Judge E1 was voted president of the Pennsylvania Conference of State Trial Judges by the state 's 400 judges . And when he ran unsuccessfully for a state appellate court seat in 1983 , the E2 rated her `` one of the best available , '' after interviewing local lawyers .	her	214	E1	22	TRUE	E2	205	FALSE	unk
bnn2149	A few weeks ago , Mr. E1 testified before E2 that it would be `` cleaner , more efficient '' if he had authority to block buy-outs in advance . But he never took an official position on the bill and has steadfastly maintained that she already has enough authority to deal with buy-outs .	she	231	E1	22	TRUE	E2	42	FALSE	unk
bnn2930	Mr. E1 , a senior writer at E2 magazine before joining U.S. News & World Report , said she had numerous job offers from other magazines while he was editor .	she	87	E1	4	TRUE	E2	28	FALSE	unk
bnn318	Mr. E1 decided he wanted the meeting after talking in Europe in July with the leaders of E2 and Hungary , who urged her to support Mr. Gorbachev 's efforts to transform the Soviet system and to urge him to loosen his grip on Eastern Europe , a senior aide said .	her	116	E1	4	TRUE	E2	89	FALSE	unk
bnn560	Her sister-in-law -LRB- Amy Wright -RRB- is a sniveling prude afraid that Kate will seduce all the married men in town , including a particularly loathsome fellow named E1 , whose idea of fun is to leave his wife at home tending to her bruises and cigarette burns , while he bullies E2 into a dance that consists of drooling on him while trying to break her ribs .	him	328	E1	169	FALSE	E2	283	TRUE	unk
bnn1422	Mr. E1 , former head of E2 's regulatory reform staff , adapted this from her November column for the Journal of the Air and Waste Management Association .	her	74	E1	4	TRUE	E2	24	FALSE	unk
bnn2273	Mr. E1 adds that she bought E2 stock earlier this year as `` part of a fundamental investment in the airline group . ''	she	17	E1	4	TRUE	E2	28	FALSE	unk
bnn1291	But the computer-guided selling in response to those developments dealt a serious blow to the over-the-counter market , Mr. E1 said . Even though the over-the-counter market usually does n't fall by as much as listed stocks during program-selling blitzes , she said , `` when the market does recover , the damage is done and it leaves E2 down more than the Big Board . ''	she	257	E1	124	TRUE	E2	335	FALSE	unk
bnn1929	Mr. E1 said he believes that the roll-out of E2 's new mainframe will `` occur somewhat more leisurely '' than many of his investment colleagues expect . She said current expectations are for an entry level machine to be shipped in December , with all of the more sophisticated versions out by June .	She	154	E1	4	TRUE	E2	45	FALSE	unk
bnn76	Despite the strong evidence against Mrs. E1 , popular sentiment was so strong in his favor , E2 says , that `` I 'm afraid a jury would n't have convicted her .	his	81	E1	41	TRUE	E2	93	FALSE	unk
bnn2127	E1 , a transportation leasing company , said in a statement it would have no comment on Mr. E2 's plans until `` further information has been disclosed by her . ''	her	155	E1	0	FALSE	E2	92	TRUE	unk
bnn491	They persuaded Mr. E1 to take it back and , with the help of the E2 , taped their conversation with her .	her	100	E1	19	TRUE	E2	65	FALSE	unk
bnn2908	If E1 wins , Mr. E2 says , its little rival will have to try to sell the products overseas . At worst , she adds , `` They 'd have to grind them all up and throw them away . ''	she	104	E1	3	FALSE	E2	17	TRUE	unk
bnn134	The son of a physicist , Mr. E1 skipped first grade because his reading ability was so far above his classmates . Moving rapidly through school , she graduated Phi Beta Kappa from the University of E2 at age 18 , after spending only 2 1\/2 years in college .	she	146	E1	29	TRUE	E2	198	FALSE	unk
bnn2731	Mr. E1 followed a similar pattern when he acquired Northwest Industries Inc. and then sold much of its assets . But she kept Fruit of the E2 , the underwear maker that he still controls and serves as chairman and chief executive .	she	116	E1	4	TRUE	E2	138	FALSE	unk
bnn1024	Mr. E1 said she sought the combination because `` all our large clients in E2 are becoming European companies or multinational companies and they expect an insurance broker '' to serve them as well in Paris as in Germany .	she	12	E1	4	TRUE	E2	75	FALSE	unk
bnn1679	There is a scene at the end of the first week 's show where E1 attends the unveiling of the memorial to his dead partner E2 . Asked to say a few words , she pulls out his crumpled piece of paper and tries to talk , but he 's too choked up to get the words out .	she	153	E1	60	TRUE	E2	121	FALSE	unk
bnn2318	`` The main problem , '' Mr. E1 said in an E2 German radio interview monitored by Radio Free Europe in Munich , stems from the fact that `` the GDR is different '' from other East European states . `` What kind of right to exist , '' she asked , `` would a capitalist German Democratic Republic have alongside a capitalist Federal Republic ? ''	she	234	E1	29	TRUE	E2	43	FALSE	unk
bnn2312	But if East Germany 's arthritic E1 does loosen up enough to permit Mr. E2 to make serious efforts at reform , she will face a challenge just as fundamental .	she	111	E1	33	FALSE	E2	72	TRUE	unk
bnn590	In an internal memo , Alex Kroll , the agency 's chairman , said Mr. E1 decided to remove himself to minimize `` negative reaction '' from prospective clients and others and to prepare for his defense . `` The fact that she is in the process of defending himself against the present charges could conceivably have an adverse impact on E2&R , '' Mr. Kroll wrote .	she	220	E1	69	TRUE	E2	335	FALSE	unk
bnn862	No doubt , Mr. E1 has been a calming influence . More important , she emerged as a peacemaker last summer after the Central Park rape of a white jogger -- in which a group of Harlem teens was charged -- and the racial murder of a black teen-ager in the white E2 neighborhood of Bensonhurst .	she	66	E1	15	TRUE	E2	259	FALSE	unk
bnn40	Mrs. E1 was fired and prosecuted under an unusual E2 law that makes it a crime to breach test security . In September , he pleaded guilty and paid a $ 500 fine .	he	120	E1	5	TRUE	E2	50	FALSE	unk
bnn15	In sometimes amusing , more often supercilious , even vicious passages , Mr. E1 describes how E2 invades even the most mundane aspects of its workers ' lives -- at the regimented office , where employees are assigned lunch partners -- and at `` home '' in the austere company dormitory run by a prying caretaker . Some of her observations about Japanese management style are on the mark .	her	322	E1	77	TRUE	E2	94	FALSE	unk
bnn2107	While under the control of federal regulators , E1 's net worth dropped from $ 75 million to a negative $ 400 million , wiping out the value of Mr. E2 's real estate contribution and her stock in the institution .	her	183	E1	48	FALSE	E2	148	TRUE	unk
bnn1808	In her E1 speech , Mr. E2 warned that a further slowdown can be expected as the impact of the last rise in interest rates earlier this month takes effect .	her	3	E1	7	FALSE	E2	23	TRUE	unk
bnn2745	The E1 's Mr. E2 said , `` Our systemic performance was good . '' Obviously we 'll take a close look at any situation in which we think the dealer-community obligations were n't met , '' she said .	she	187	E1	4	FALSE	E2	14	TRUE	unk
bnn2461	When U.S. diplomats complained to the E1 of Col. E2 's moonlighting , intelligence experts always insisted that her allegiance was first to the Americans .	her	112	E1	38	FALSE	E2	49	TRUE	unk
bnn989	Mr. E1 also noted that Navigation Mixte joined E2 's core of shareholders when Paribas was denationalized in 1987 , and said it now holds just under 5 % of Paribas 's shares . Once he realized that Paribas 's intentions were n't friendly , he said , but before the bid was launched , he sought approval to boost her Paribas stake above 10 % .	her	312	E1	4	TRUE	E2	47	FALSE	unk
bnn2391	Of course , Mr. E1 , 48 years old , has some savings . He left her last two jobs at Republic Airlines and Flying Tiger with combined stock-option gains of about $ 22 million , and E2 gave him a $ 15 million bonus when it hired him .	her	63	E1	16	TRUE	E2	180	FALSE	unk
bnn2913	E1 found a new market niche , but Mr. E2 figured that its prices left plenty of room for a lower-priced competitor . Her products are n't exact copies of Sony 's but strongly resemble them in size , shape and , especially , color .	Her	117	E1	0	FALSE	E2	38	TRUE	unk
bnn199	Mr. E1 introduced her colleagues : E2 , pianist\/bassoonist\/composer and an old buddy from Yale , and jazz bassist Eddie Gomez .	her	18	E1	4	TRUE	E2	35	FALSE	unk
bnn1238	Mr. E1 , the company 's deep-pocketed , tenacious adversary , recently disclosed that he had raised her E2 stake to 13.1 % , and he again threatened a takeover .	her	100	E1	4	TRUE	E2	104	FALSE	unk
bnn2155	Although E1 is waiting to see what the buy-out group comes up with , Mr. E2 said a revised transaction with less debt leverage is likely to be more attractive to banks . She said the original proposal is dead , and all aspects of a revised version are up for change , in light of the changes in UAL 's market price , the amount of debt banks are willing to fund , and the price British Air would be willing to pay .	She	170	E1	9	FALSE	E2	73	TRUE	unk
bnn168	In October , before the market dropped , Mrs. E1 of E2 , Calif. , moved to sell the `` speculative stocks '' in his family trust `` so we will be able to withstand all this flim-flammery '' caused by program trading .	his	112	E1	46	TRUE	E2	52	FALSE	unk
bnn2788	Little E1 , as Ms. E2 calls herself in the book , really was n't ordinary . He was raised , for the first eight years , by her mother , Rosie , whom she remembers as a loving liar , who realigned history to explain why Lily 's father did n't live with them .	He	76	E1	7	FALSE	E2	19	TRUE	unk
bnn1964	Speaking to reporters this week after Bank Bumiputra 's shareholders approved a rescue plan , Tan Sri E1 said heavy lending to the property sector rocked the bank when property prices in Malaysia plummeted in 1984-85 . The predicament , she added , was similar to the E2 1982-83 property-price collapse , which exposed the involvement of Bank Bumiputra 's former subsidiary in the colony in the largest banking scandal in Malaysia 's history .	she	237	E1	102	TRUE	E2	268	FALSE	unk
bnn2193	As the tough , slinky lounge chanteuse in `` The E1 , '' Ms. E2 sings for herself , and more than passably well . His Susie Diamond handles a song the way the greats do , like she 's hearing the way it should sound inside her head and she 's concentrating on matching that internal tone .	His	114	E1	49	FALSE	E2	61	TRUE	unk
bnn2933	After a tax benefit of about $ 780,000 , E1 expects to report net income of $ 2.3 million , or about 62 cents a share , Mr. E2 said . Revenue for the latest third quarter was about $ 70.5 million , up 10 % from $ 63.6 million last year , she said .	she	238	E1	41	FALSE	E2	124	TRUE	unk
bnn1572	`` E1 does n't believe in blandness , '' said E2 . She 'll think of an idea the editorial people think is impossible , then he 'll have us make it work . ''	he	124	E1	3	TRUE	E2	46	FALSE	unk
bnn1025	As if he were still in his old job , Mr. E1 , by resigning with his title instead of being forced from his job , by law enjoys a $ 120,000 annual office expense allowance , three paid staffers , up to $ 67,000 for stationery and telephones and continued use of the franking privilege . `` He 's as busy as she was as speaker , '' reports Mr. Wright 's administrative aide , E2 .	she	306	E1	41	TRUE	E2	374	FALSE	unk
bnn498	Dr. E1 found that some children with the eye cancer had inherited a damaged copy of chromosome E2. 13 from a parent who had had the disease . Under a microscope she could actually see that a bit of chromosome 13 was missing .	she	161	E1	4	TRUE	E2	95	FALSE	unk
bnn885	While his public statements have at times been confusing , Mr. E1 's position papers have more consistently reflected anti-development sentiment . In the midst of a labor shortage , she proposes linking city subsidies to businesses to their record of hiring E2 residents .	she	182	E1	63	TRUE	E2	258	FALSE	unk
bnn2466	Mr. E1 became an even greater threat in 1976 , when U.S. intelligence services discovered that he had been buying recordings of electronically monitored conversations from three sergeants working for the U.S. Army 's 470th Military Intelligence E2 . `` We caught her with his hands on our cookie jar , '' says former CIA Director Stansfield Turner .	her	263	E1	4	TRUE	E2	245	FALSE	unk
bnn759	Mr. E1 has called general elections for E2 , and many businessmen fear that he and her Congress -LRB- I -RRB- Party will lose .	her	83	E1	4	TRUE	E2	40	FALSE	unk
bnn995	Mr. E1 said the large institutions that hold nearly 50 % of E2 's capital all strongly support her , but some analysts said they are n't so sure .	her	95	E1	4	TRUE	E2	60	FALSE	unk
bnn298	Though Judge E1 threw out most of Mrs. E2 's objections , he agreed with one of her concerns : that turning over the foreign documents could violate the defendant 's constitutional right against self-incrimination . As a result , she said he will examine the Marcos documents sought by the prosecutors to determine whether turning over the filings is self-incrimination .	she	230	E1	13	TRUE	E2	39	FALSE	unk
bnn623	Mr. E1 made 50 million Swiss francs on the sale . `` E2 was not an unfriendly takeover , '' she insists .	she	92	E1	4	TRUE	E2	53	FALSE	unk
bnn2874	`` We had a good amount of selling from institutions , but not as much panic , '' Mr. E1 said . In addition , she said , some bigger institutional investors placed bids to buy some E2 stocks whose prices were beaten down .	she	110	E1	86	TRUE	E2	181	FALSE	unk
bnn1018	At such moments Mr. E1 makes it clear that she has the capacity to be a superior interpreter of E2 .	she	43	E1	20	TRUE	E2	96	FALSE	unk
bnn2028	`` I was upset with E1 , I fumpered and schmumpered , '' says E2 . `` But he wanted to pursue her own dream , and he went . ''	her	94	E1	20	TRUE	E2	62	FALSE	unk
bnn5	Judge E1 ordered the refunds to begin E2 1 and said that she would n't entertain any appeals or other attempts to block his order by Commonwealth Edison .	she	57	E1	6	TRUE	E2	38	FALSE	unk
bnn386	So when E1 decided to sell the unit in 1987 as part of a divestiture of its food and security industries operations , Mr. E2 saw a chance to accomplish several objectives . She decided he could easily merge Pinkerton 's operations with his own while slashing overhead costs because the two already operated in many of the same cities .	She	173	E1	8	FALSE	E2	122	TRUE	unk
bnn1289	But some analysts , particularly conservative legal scholars , have urged Mr. E1 not to wait for explicit authorization but simply to assert that the E2 already implicitly gives her the power to exercise a line-item veto .	her	178	E1	78	TRUE	E2	150	FALSE	unk
bnn957	Nearly 20 years ago , Mr. E1 , founder and chairman of E2 , a finance company , received a 10-month suspended sentence from a Tokyo court for violating a money-lending law and an income tax law . She was convicted of charging interest rates much higher than what the law permitted , and attempting to evade income taxes by using a double accounting system .	She	196	E1	26	TRUE	E2	55	FALSE	unk
bnn2361	E1 's decision to rely on the more-established hard drive in every Next computer does n't signal a retreat from optical storage , said Mr. E2 , who for years has said this technology will play a crucial role in the next decade . `` We 're extremely committed to optical storage technology '' she said .	she	292	E1	0	FALSE	E2	139	TRUE	unk
bnn857	After his decisive primary victory over E1 I. Koch in September , Mr. E2 coasted , until recently , on a quite-comfortable lead over her Republican opponent , Rudolph Giuliani , the former crime buster who has proved a something of a bust as a candidate .	her	133	E1	40	FALSE	E2	70	TRUE	unk
bnn490	Mr. E1 's fake Haberle was offered at a bargain price of $ 25,000 with a phony story that it belonged to her wife 's late aunt in New Canaan , E2 .	her	105	E1	4	TRUE	E2	143	FALSE	unk
bnn1114	While E1 would n't comment on the brouhaha over Mr. Vila 's commercial endorsements , it appears to be building a fence around Mr. E2 's affections . Her contract makes him `` exclusive '' spokesman for Sears 's home improvement marketing campaigns .	Her	150	E1	6	FALSE	E2	131	TRUE	unk
bnn2897	Mr. E1 , a E2 administration budget official , heads her own Washington-based strategic planning firm .	her	53	E1	4	TRUE	E2	11	FALSE	unk
bnn1525	As the principal regulator of the thrift industry , Mr. E1 delayed seizing E2&L for more than two years after her staff told him that the California thrift was insolvent and that potential losses to taxpayers were growing rapidly .	her	110	E1	56	TRUE	E2	75	FALSE	unk
bnn2044	`` Nope , we still say to stick with E1 , '' Mr. E2 replies . Ratings , she notes , `` are subject to change . ''	she	72	E1	37	FALSE	E2	49	TRUE	unk
bnn1360	Although E1 has been rebuffed by Farmers and has n't had any meetings with management , Mr. E2 nonetheless appears to be trying to woo the company 's executives with promises of autonomy and new-found authority under Axa . She said Mr. Denlea would be a member of the top management team of the Axa-Midi group of companies , and would `` help define policies and strategies of the group . ''	She	223	E1	9	FALSE	E2	92	TRUE	unk
bnn2608	E1 's E2 is satisfied for now , but she 'll be back .	she	36	E1	0	FALSE	E2	6	TRUE	unk
bnn2808	But Justice E1 foresaw his new role , strongly defending the importance of dissents in a 1985 speech . She has said that he now knows how E2 felt , a reference to the late conservative justice who was the most frequent dissenter from the Warren Court 's opinions .	She	103	E1	12	TRUE	E2	138	FALSE	unk
bnn2923	But while verbal high jinks alone wo n't help PASOK regain power , Mr. E1 should never be underestimated . First came her predictable fusillade : He charged the E2 of the Left and Progress had sold out its leftist tenets by collaborating in a right-wing plot aimed at ousting PASOK and thwarting the course of socialism in Greece .	her	118	E1	71	TRUE	E2	161	FALSE	unk
bnn596	For instance , it releases Mr. E1 without conditions , yet her son , E2 , a newspaper editor , is restricted to his home much of the day and is n't allowed to work as a journalist .	her	59	E1	31	TRUE	E2	69	FALSE	unk
bnn1137	Mr. E1 is incorrect when she states that the E2 's large gold reserves would give it `` great power to establish credibility . ''	she	25	E1	4	TRUE	E2	45	FALSE	unk
bnn1918	Although the E1 market plunge prompted a 70.5-point drop in the London Financial Times-Stock Exchange 100 Share Index , Mr. E2 declared `` that the experience owed nothing to the particular problems of the British economy . '' Specifically , she pointed out that compared with the U.S. market , the U.K. has far fewer highly leveraged junk-bond financings .	she	242	E1	13	FALSE	E2	124	TRUE	unk
bnn2547	Mr. E1 began it with a warning to his hosts , a E2 church group that opposes rights for homosexuals . She said that other participants in the conference `` do not believe that the rights of Americans should be guaranteed to citizens who are homosexual , '' but that `` I mean to persuade you to the opposite view . ''	She	102	E1	4	TRUE	E2	48	FALSE	unk
bnn2148	Mr. E1 said she expects to name a new group president to head that operation following the E2 8 board meeting .	she	12	E1	4	TRUE	E2	91	FALSE	unk
bnn539	Mr. E1 is one of a handful of executives E2 has relied on over the years . Previously , she had served in financial planning positions at the company 's Eastern Airlines unit .	she	88	E1	4	TRUE	E2	41	FALSE	unk
bnn2661	Mr. E1 's ability to create a fallible narrative voice that permits him to explore such intertwining domestic , cultural and political themes was abundantly clear in her previous novel , `` An Artist of the Floating World , '' set in E2 after the war .	her	166	E1	4	TRUE	E2	234	FALSE	unk
bnn973	The seventh child of a store owner in E1 prefecture , Mr. E2 started out in the textile business . From there , she set up his finance company and rapidly expanded from lending to investment in real estate to building golf courses .	she	112	E1	38	FALSE	E2	58	TRUE	unk
bnn664	Mr. Guber says that Mr. Semel did convey that information and that Mr. Semel said Mr. Ross was `` crazy because of the Time deal , '' meaning , Mr. Guber says , that Mr. E1 `` did not want to communicate to her new merger partner , Time Inc. , that E2 's agreements provided for our departure under these circumstances . ''	her	207	E1	170	TRUE	E2	249	FALSE	unk
bnn606	E1fterward , as the A 's toasted their victory with beer -LRB- they dispensed with traditional champagne showers in deference to the quake victims -RRB- , E2 said he thought his championship-team ring would outshine her individual trophy .	her	216	E1	0	FALSE	E2	155	TRUE	unk
bnn1257	Mr. Corry expected the E1 & Gas sale to delight Mr. E2 by addressing her concern about boosting shareholder value .	her	69	E1	23	FALSE	E2	52	TRUE	unk
bnn666	Moreover , Mr. E1 claims , E2 told her that Mr. Ross probably would n't object `` if it were anybody other than Sony .	her	35	E1	15	TRUE	E2	27	FALSE	unk
bnn913	Indeed , only hours earlier , E1 had called Mr. E2 's economic policies `` sound '' and said she has `` always supported '' her .	her	124	E1	30	FALSE	E2	48	TRUE	unk
bnn2074	Mr. E1 has started a E2 , Calif. , company called Anterior Technology that provides human editors for public electronic networks . `` I see it as a sewage treatment plant , '' she says .	she	176	E1	4	TRUE	E2	21	FALSE	unk
bnn38	Mrs. E1 was fired and prosecuted under an unusual E2 law that makes it a crime to breach test security . His story is partly one of personal downfall .	His	105	E1	5	TRUE	E2	50	FALSE	unk
bnn2117	Ms. Moss said Ms. E1 secretly taped many conversations with his bosses at the E2 in which they told her she was being fired as maitre 'd because she was pregnant .	his	60	E1	18	TRUE	E2	78	FALSE	unk
bnn1872	It should be noted that Mr. E1 , who operates out of E2 , Colo. , is a puckish sort who likes to give her colleagues the needle .	her	102	E1	28	TRUE	E2	53	FALSE	unk
bnn1100	Mr. E1 instructed E2 staffers to inform the network that it was airing the wrong number . `` It was the plunge that did n't happen , '' she says .	she	136	E1	4	TRUE	E2	18	FALSE	unk
bnn2616	There , on one of his first shopping trips , Mr. E1 picked up several paintings at stunning prices . She paid $ 2.2 million , for instance , for a still life by E2. den Uyl that was expected to fetch perhaps $ 700,000 .	She	101	E1	49	TRUE	E2	161	FALSE	unk
bnn1428	By the end of this week , E1 should have another three to four settlements , Mr. E2 said . `` The rate we 're going , I think that by the end of the month , we 're looking to have a total of 30 to 35 , '' she said .	she	205	E1	26	FALSE	E2	81	TRUE	unk
bnn2014	`` We 've had a few bombs , '' admits Mr. E1 . She says his company 's prowess at packaging and marketing `` is why we 'll be good at E2 .	She	47	E1	42	TRUE	E2	134	FALSE	unk
bnn1153	As for Mr. E1 at E2 , he says he will maintain her credit lines with the various Campeau stores unless they miss a payment .	her	47	E1	11	TRUE	E2	17	FALSE	unk
bnn222	At the weatherbeaten E1 municipal stadium , Mr. E2 , the 45-year-old former Oriole , knows her power is n't what it used to be .	her	91	E1	21	FALSE	E2	48	TRUE	unk
bnn1166	Mr. E1 , who is 68 years old , fled the U.S. in 1970 after exhausting his appeals of a 1968 conviction on conspiracy to murder . Her attorneys claim he was framed by the FBI and E2 police as part of a campaign to destroy the black liberation movement of the 1960s .	Her	129	E1	4	TRUE	E2	178	FALSE	unk
bnn625	A major boost to Mr. E1 's respectability among the Swiss came in 1986 when he sold 60 % of her E2 to the conservative Swiss cantonal banks .	her	92	E1	21	TRUE	E2	96	FALSE	unk
bnn2251	Imprisoned by the Nazis during World War II for her political beliefs , Mr. E1 typified the postwar generation of committed Communist leaders in Eastern Europe who took their cues from E2 . But ultimately he was undone by forces unleashed by his own comrade , Mr. Gorbachev .	her	48	E1	76	TRUE	E2	185	FALSE	unk
bnn2047	Mr. E1 thinks so . One recent E2 morning he stayed inside the Capitol monitoring tax-and-budget talks instead of flying to San Francisco for a fund-raiser and then to her hometown of Chicago for the 30th reunion of St. Ignatius High School .	her	167	E1	4	TRUE	E2	30	FALSE	unk
bnn1147	E1 'S BUSY this time of year , but a visit to her E2 castle is part of a Chicago-based Unitours trip in the spring , presumably the count 's off-season .	her	46	E1	0	TRUE	E2	50	FALSE	unk
bnn1396	Even if Mr. E1 is correct , he of all people must realize our society relies on competition to keep prices at a competitive level . In 1986 , he settled an antitrust suit based on a taped telephone conversation of her proposing to E2 's president that they both raise fares 20 % .	her	214	E1	12	TRUE	E2	231	FALSE	unk
bnn507	Mr. E1 took her first big gamble 25 years ago , when he took advantage of a strike at La Presse , then E2 's dominant French-language newspaper , to launch the Journal de Montreal .	her	12	E1	4	TRUE	E2	103	FALSE	unk
bnn526	In her first televised interview following Mr. Lawson 's resignation , Mrs. E1 reiterated his desire to keep sterling strong and warned again that full entry into the E2 's exchange rate mechanism would provide no easy solution to Britain 's economic troubles .	his	90	E1	76	TRUE	E2	167	FALSE	unk
bnn1359	Any acquisition of Farmers needs the approval of insurance commissioners in the nine states where Farmers operates , and Mr. E1 's trip will take her to Idaho , E2 and New York after his stay here ; he will meet with insurance regulators , legislators , industry excutives and the press .	her	146	E1	125	TRUE	E2	161	FALSE	unk
bnn1640	In a paper presented at the recent annual meeting of the National Association of Business Economists in E1 , Mr. E2 comments that `` installment credit always grows rapidly in cyclical advances , and growth in this cycle is very typical of earlier experiences . '' She adds : `` We are now witnessing a slowdown which , if history is a guide , could persist for a while . ''	She	265	E1	104	FALSE	E2	113	TRUE	unk
bnn74	Many colleagues are angry at Mrs. E1 . `` He did a lot of harm , '' says E2 , who had discovered the crib notes .	He	42	E1	34	TRUE	E2	73	FALSE	unk
bnn77	But Dr. E1 warns that E2 's ruling may discourage private funding . `` The unavailability of federal funds , and the climate in which the decision was made , certainly do n't provide any incentive for one of the more visible foundations to provide support , '' she said .	she	261	E1	8	TRUE	E2	22	FALSE	unk
bnn403	Mr. E1 said E2 has accounted in its strategy for a `` significant downturn '' in the pulp and paper industry , an event that she said would temporarily dilute earnings .	she	125	E1	4	TRUE	E2	12	FALSE	unk
bnn44	Encouraged by Mrs. Ward , Mrs. E1 taught honor students in the state `` teacher cadet '' program , a reform creation designed to encourage good students to consider teaching as a career . `` She was an inspirational lady ; he had it all together , '' says Laura Dobson , a freshman at the University of E2 who had Mrs. Yeargin in the teacher-cadet class last year .	he	223	E1	31	TRUE	E2	303	FALSE	unk
bnn1722	Mr. E1 is in an increasingly weak position : Half her army is tied down defending the northern city of E2 from the Eritreans .	her	50	E1	4	TRUE	E2	103	FALSE	unk
bnn1704	Mr. E1 has also beefed up her marketing staff to sell the 118 luxury suites topping E2 -LRB- his deal with Bum Bright included operating rights for the stadium -RRB- .	her	26	E1	4	TRUE	E2	84	FALSE	unk
bnn1695	With a new day dawning on the sport , Mr. E1 does n't see a place for this sort of luxury . When he sells it , she says , the Cowboys will move to a more practical -- read affordable -- grass practice field near E2 .	she	111	E1	42	TRUE	E2	212	FALSE	unk
bnn2258	Only a week ago , when airline buy-out fever was already winding down , Mr. E1 was engaged in a duel with E2 . He was threatening to take over the carrier , after spending an estimated $ 167 million to build an 8.4 % USAir stake for her investment clients .	her	233	E1	76	TRUE	E2	106	FALSE	unk
bnn965	The small , wiry Mr. E1 comes across as an outspoken man of the world . Stretching his arms in her silky white shirt and squeaking his black shoes , he lectures a visitor about the way to sell American real estate and boasts about his friendship with E2 's son .	her	95	E1	21	TRUE	E2	251	FALSE	unk
bnn586	While E1 is a workaholic detailsman , Mr. E2 would rather delegate , leaving him time for her interests outside the office .	her	90	E1	6	FALSE	E2	42	TRUE	unk
bnn1771	Mr. E1 concedes nothing in his ability to stumble and bumble . She can match Jackie Mason with his own E2 `` Sonny '' Carson , an angry street organizer who was convicted of kidnapping in 1974 .	She	63	E1	4	TRUE	E2	103	FALSE	unk
bnn907	For Ms. E1 , dealing with the earthquake has been more than just a work experience . He lives in E2 , a community hit hard by the earthquake .	He	85	E1	8	TRUE	E2	97	FALSE	unk
bnn2575	`` Opening '' -LRB- 1981 -RRB- , from Glassworks , introduces the audience to the Glass technique : Never straying too far from the piano 's center , Mr. E1 works in the two octaves on either side of middle E2 , and her fingers seldom leave the keys .	her	216	E1	154	TRUE	E2	207	FALSE	unk
bnn2012	Mr. E1 was raised in Boston and educated in E2 . She is a lawyer with a string of academic degrees .	She	49	E1	4	TRUE	E2	44	FALSE	unk
bnn877	Often , Mr. E1 's procrastination prevented him from having a say in the way things turned out , critics claim . On the campaign stump , she often points out that he was the only Board of Estimate member to vote against a controversial real-estate project at Manhattan 's E2 .	she	137	E1	12	TRUE	E2	272	FALSE	unk
bnn2108	Mr. E1 's suit to recover her damages was dismissed last year by E2 of Dallas under the Federal Tort Claims Act , which offers broad protection for actions by federal agencies and employees .	her	26	E1	4	TRUE	E2	65	FALSE	unk
bnn601	E1 's honor was a nice note on a couple of grounds . One was that , despite his 62 regular-season wins over the past three seasons in the E2 the Late News , he has been overshadowed by his more-muscular mates and missed out on prizes that might have been her due .	her	255	E1	0	TRUE	E2	138	FALSE	unk
bnn2851	A quantitative analyst with E1 , Ms. E2 had warned clients to take their money out of the market before the 1987 crash . `` Those corrections lasted one to four weeks and took the market 10%-12 % down , '' he says .	he	206	E1	28	FALSE	E2	37	TRUE	unk
